"No.","Time","Source","Destination","Protocol","Length","Info"
"2593","32.843099","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2594","32.843978","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2167883 Win=2348160 Len=0 TSval=2181467875 TSecr=2979743778"
"2595","32.849831","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2596","32.849924","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=2169091 Ack=1394 Win=69120 Len=1208 TSval=2979743782 TSecr=2181467822"
"2597","32.850013","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2170299 Win=2348160 Len=0 TSval=2181467881 TSecr=2979743780"
"2598","32.859346","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2599","32.859523","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2600","32.859540","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2172715 Win=2348160 Len=0 TSval=2181467890 TSecr=2979743782"
"2601","32.871344","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2602","32.871345","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2603","32.871450","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2175131 Win=2347136 Len=0 TSval=2181467902 TSecr=2979743785"
"2604","32.871550","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2605","32.871718","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2606","32.871738","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2177547 Win=2348160 Len=0 TSval=2181467902 TSecr=2979743787"
"2607","32.872158","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2608","32.872158","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2609","32.872207","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2179963 Win=2348160 Len=0 TSval=2181467903 TSecr=2979743789"
"2610","32.872352","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2611","32.872643","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2612","32.872657","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2182379 Win=2348160 Len=0 TSval=2181467903 TSecr=2979743792"
"2613","32.877439","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2614","32.877440","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2615","32.877554","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2616","32.877694","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2186003 Win=2348160 Len=0 TSval=2181467908 TSecr=2979743794"
"2617","32.877887","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2618","32.878031","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2619","32.878047","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2188419 Win=2348160 Len=0 TSval=2181467909 TSecr=2979743799"
"2620","32.885652","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2621","32.885761","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2190835 Win=2347136 Len=0 TSval=2181467916 TSecr=2979743801"
"2622","32.891499","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2623","32.891837","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2624","32.891837","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2625","32.891858","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2193251 Win=2348160 Len=0 TSval=2181467923 TSecr=2979743803"
"2626","32.892398","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2627","32.892398","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2628","32.892431","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2195667 Win=2348160 Len=0 TSval=2181467923 TSecr=2979743806"
"2629","32.892574","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2630","32.892652","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2199291 Win=2348160 Len=0 TSval=2181467923 TSecr=2979743808"
"2631","32.892810","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2632","32.893082","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2633","32.893105","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2201707 Win=2348160 Len=0 TSval=2181467924 TSecr=2979743810"
"2634","32.897472","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2635","32.903255","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [ACK] Seq=2202915 Ack=1394 Win=69120 Len=1208 TSval=2979743815 TSecr=2181467862"
"2636","32.903294","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2204123 Win=2348160 Len=0 TSval=2181467934 TSecr=2979743813"
"2637","32.903415","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2638","32.903973","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2639","32.903973","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2640","32.904051","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2208955 Win=2346240 Len=0 TSval=2181467935 TSecr=2979743815"
"2641","32.904156","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2642","32.904443","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2643","32.904456","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2211371 Win=2348160 Len=0 TSval=2181467935 TSecr=2979743820"
"2644","32.904679","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [PSH, ACK] Seq=2211371 Ack=1394 Win=69120 Len=1208 TSval=2979743822 TSecr=2181467862"
"2645","32.909538","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","2502","443  >  43840 [PSH, ACK] Seq=2212579 Ack=1394 Win=69120 Len=2416 TSval=2979743824 TSecr=2181467862"
"2646","32.909539","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2647","32.909668","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2216203 Win=2348160 Len=0 TSval=2181467940 TSecr=2979743822"
"2648","32.909853","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2649","32.909853","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2650","32.909887","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2218619 Win=2348160 Len=0 TSval=2181467941 TSecr=2979743827"
"2651","32.910107","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2652","32.910345","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2653","32.910357","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2221035 Win=2348160 Len=0 TSval=2181467941 TSecr=2979743829"
"2654","32.910639","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2655","32.916236","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2656","32.916628","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2657","32.916628","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2658","32.916775","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2228283 Win=2344320 Len=0 TSval=2181467947 TSecr=2979743831"
"2659","32.916972","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TCP","1294","443  >  43840 [PSH, ACK] Seq=2228283 Ack=1394 Win=69120 Len=1208 TSval=2979743838 TSecr=2181467868"
"2660","32.916972","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2661","32.916993","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2662","32.917271","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2663","32.917384","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2233115 Win=2340480 Len=0 TSval=2181467948 TSecr=2979743838"
"2664","32.917506","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2665","32.921680","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2666","32.921680","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2667","32.921708","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2235531 Win=2348160 Len=0 TSval=2181467952 TSecr=2979743843"
"2668","32.921936","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2237947 Win=2348160 Len=0 TSval=2181467953 TSecr=2979743847"
"2669","32.922143","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2670","32.922143","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2671","32.922213","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2241571 Win=2346240 Len=0 TSval=2181467953 TSecr=2979743849"
"2672","32.922510","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2673","32.922510","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2674","32.922525","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2243987 Win=2347136 Len=0 TSval=2181467953 TSecr=2979743851"
"2675","32.922761","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2676","32.923027","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2677","32.923039","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2246403 Win=2348160 Len=0 TSval=2181467954 TSecr=2979743854"
"2678","32.923272","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2679","32.927341","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2680","32.927499","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2250027 Win=2348160 Len=0 TSval=2181467958 TSecr=2979743856"
"2681","32.927602","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2682","32.927769","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2683","32.927779","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2252443 Win=2348160 Len=0 TSval=2181467958 TSecr=2979743861"
"2684","32.928023","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2685","32.938524","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2686","32.938571","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2254859 Win=2348160 Len=0 TSval=2181467969 TSecr=2979743863"
"2687","32.944491","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2688","32.950487","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2689","32.950542","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2257275 Win=2348160 Len=0 TSval=2181467981 TSecr=2979743865"
"2690","32.950812","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2691","32.950862","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2259691 Win=2348160 Len=0 TSval=2181467982 TSecr=2979743868"
"2692","32.951008","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2693","32.951302","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2694","32.951319","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2262107 Win=2348160 Len=0 TSval=2181467982 TSecr=2979743870"
"2695","32.951550","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2696","32.956379","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2697","32.956431","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2264523 Win=2348160 Len=0 TSval=2181467987 TSecr=2979743872"
"2698","32.956756","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2699","32.956796","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2266939 Win=2348160 Len=0 TSval=2181467988 TSecr=2979743875"
"2700","32.956951","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2701","32.957363","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2702","32.957363","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2703","32.957376","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2269355 Win=2348160 Len=0 TSval=2181467988 TSecr=2979743877"
"2704","32.957612","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2705","32.957635","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2271771 Win=2348160 Len=0 TSval=2181467988 TSecr=2979743879"
"2706","32.957905","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2707","32.958119","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2708","32.958131","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2274187 Win=2348160 Len=0 TSval=2181467989 TSecr=2979743882"
"2709","32.963185","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2710","32.963320","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2711","32.963337","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2276603 Win=2348160 Len=0 TSval=2181467994 TSecr=2979743884"
"2712","32.969018","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2713","32.969096","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2279019 Win=2348160 Len=0 TSval=2181468000 TSecr=2979743886"
"2714","32.969195","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2715","32.969447","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2716","32.969458","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2281435 Win=2348160 Len=0 TSval=2181468000 TSecr=2979743889"
"2717","32.979010","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2718","32.979118","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2283851 Win=2348160 Len=0 TSval=2181468010 TSecr=2979743891"
"2719","32.985237","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2720","32.985298","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2721","32.985503","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2288683 Win=2345216 Len=0 TSval=2181468016 TSecr=2979743893"
"2722","32.986304","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2723","32.986304","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2724","32.986304","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2725","32.986338","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2291099 Win=2347136 Len=0 TSval=2181468017 TSecr=2979743898"
"2726","32.986540","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2294723 Win=2348160 Len=0 TSval=2181468017 TSecr=2979743900"
"2727","32.986699","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2728","32.986699","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2729","32.986757","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2298347 Win=2348160 Len=0 TSval=2181468017 TSecr=2979743903"
"2730","32.986961","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2731","32.987265","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2732","32.987289","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2300763 Win=2348160 Len=0 TSval=2181468018 TSecr=2979743907"
"2733","32.987614","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2734","32.991093","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2735","32.991146","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2303179 Win=2348160 Len=0 TSval=2181468022 TSecr=2979743909"
"2736","32.991392","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2737","32.991392","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2738","32.991653","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2739","32.991654","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2740","32.991688","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2741","32.991707","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2306803 Win=2344576 Len=0 TSval=2181468022 TSecr=2979743912"
"2742","32.992129","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2310427 Win=2342400 Len=0 TSval=2181468023 TSecr=2979743914"
"2743","32.994358","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2744","32.994459","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2745","32.994469","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2312843 Win=2348160 Len=0 TSval=2181468025 TSecr=2979743919"
"2746","32.997035","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2747","32.997035","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2748","32.997168","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","1294","Continuation Data"
"2749","32.997204","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2317675 Win=2348160 Len=0 TSval=2181468028 TSecr=2979743921"
"2750","32.997660","2404:6800:4007:81a::200a","2401:4900:4ffc:acba:323:b89d:2394:b9f7","TLSv1.3","2502","Continuation Data"
"2751","32.997771","2401:4900:4ffc:acba:323:b89d:2394:b9f7","2404:6800:4007:81a::200a","TCP","86","43840  >  443 [ACK] Seq=1394 Ack=2320091 Win=2348160 Len=0 TSval=2181468028 TSecr=2979743926"
